epoch,time_sec,lr,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc
1,20.771565914154053,9.990232305719945e-05,0.4016993214027025,0.45139861007919535,0.790069580078125,0.8661830529402685,0.6856863583603152,0.7654379922937907,0.891325604350347
2,18.847977876663208,9.960967771506666e-05,0.3675369605771266,0.4292381538252812,0.799163818359375,0.8664270739742438,0.7069460565703464,0.7786038687973087,0.8974224549533887
3,18.853923797607422,9.912321891107009e-05,0.34691324375307886,0.42921240619034506,0.799224853515625,0.8849480968858131,0.6874579998778179,0.7738009283135637,0.9050233685607386
4,18.906583786010742,9.844486647586723e-05,0.33173941588029265,0.4081202381348703,0.801239013671875,0.865415986949429,0.7129940741645794,0.781845587003852,0.9033545209272476
5,18.95270276069641,9.757729755661011e-05,0.3191775444538507,0.388235661725048,0.82135009765625,0.8740661686232657,0.7505040014661861,0.8075861162240336,0.9152372327759019
6,18.883052349090576,9.652393605146844e-05,0.30751955515734153,0.4154336937936023,0.810455322265625,0.8986656200941915,0.699431852892663,0.7866295647394277,0.9111469444187824
7,19.203258991241455,9.528893909706797e-05,0.2990178292948258,0.3738067783997394,0.838531494140625,0.8665299100052938,0.799987781782638,0.8319303706997871,0.9161746097329526
8,18.980530500411987,9.387718066217124e-05,0.29058029404768604,0.37357939008506946,0.837371826171875,0.8753059559423443,0.786486651597532,0.828522701676481,0.9211755740065283
9,18.89433765411377,9.229423231234974e-05,0.28503651710525446,0.3466508133278694,0.8612060546875,0.8402509930343677,0.8916855030850999,0.86520450503853,0.9319557405637267
10,18.983428239822388,9.054634122155989e-05,0.27870214193535503,0.3899436393403448,0.815093994140625,0.9187652315190902,0.6909401918260126,0.7887304299313086,0.9287478363821774
11,18.98683261871338,8.864040551740155e-05,0.27395271453860914,0.3536814731778577,0.86004638671875,0.9015197982689294,0.8081128963284256,0.8522646736679338,0.9315170295213597
12,18.990758419036865,8.658394705735986e-05,0.2701834803501697,0.4828843250143109,0.8135986328125,0.9296541328196969,0.6781721546826318,0.7842458495231367,0.9126464346254162
13,18.972900867462158,8.438508174347008e-05,0.26583516789469286,0.35443071389454417,0.842010498046875,0.9213220900466798,0.7475716292992852,0.8254021786786281,0.9364753000696842
14,18.99228835105896,8.205248749256013e-05,0.26280480934474326,0.3623650980007369,0.85247802734375,0.8671462219110064,0.8321827845317368,0.8493048195024627,0.927722508972751
15,18.950948238372803,7.959536998847742e-05,0.2593588468316739,0.33665693140937947,0.86468505859375,0.8900071890726097,0.831938420184495,0.8599936848752763,0.9361096215421887
16,18.950633764266968,7.702342635146032e-05,0.25587608206296864,0.34511065745027736,0.85186767578125,0.892494375894744,0.7998045085222066,0.8436110574134932,0.9337922915937961
17,18.9892520904541,7.434680686803489e-05,0.25279839763425116,0.376339900190942,0.835235595703125,0.9335968379446641,0.7214857352312297,0.813949481374272,0.9365216967365957
18,18.9482102394104,7.157607493247108e-05,0.24925816996983485,0.31169524978031404,0.873748779296875,0.8806323126711476,0.8644388783676462,0.872460461818294,0.9427804467290659
19,18.969473123550415,6.872216535789155e-05,0.2467895806694287,0.3765361307596322,0.83306884765625,0.8746648332760398,0.7772008064023459,0.8230575143947726,0.917608415565988
20,18.91469168663025,6.579634122155988e-05,0.2444453487332794,0.38093687617219985,0.840667724609375,0.8813628899835796,0.7869753802920154,0.8314991124737776,0.923296426391959
21,18.956358432769775,6.28101494146603e-05,0.24300765722364304,0.37151418807479786,0.8673095703125,0.8281736281736282,0.9266296047406684,0.8746396032752854,0.9387972382060386
22,18.88408088684082,5.9775375071993364e-05,0.23957482070545666,0.35682353303127456,0.84808349609375,0.9287811488368591,0.7536807379803286,0.8321192499662755,0.9361317367465822
23,18.93756127357483,5.670399506143306e-05,0.23733927673129074,0.3544389442540705,0.85040283203125,0.929314863347061,0.7582014784043009,0.8350827614049253,0.9394654552628376
24,18.98183012008667,5.3608130716701005e-05,0.2361785272732959,0.3218699120625388,0.86761474609375,0.8890254155079869,0.8398191703830411,0.8637220407137471,0.9421275071005861
25,19.002186059951782,5.049999999999999e-05,0.23344329503379413,0.3074590877222363,0.8701171875,0.9105823334011254,0.8205754780377543,0.8632390745501285,0.9467955493517168
