epoch,time_sec,lr,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc
1,19.65881323814392,9.990232305719945e-05,0.40093264147799346,0.4327654968074057,0.7904052734375,0.8572610363239829,0.6963772985521413,0.7684891795321244,0.897247297244675
2,18.787808656692505,9.960967771506666e-05,0.3681884032594098,0.4447676057461649,0.79217529296875,0.8584176977877765,0.699309670719042,0.7707379477511447,0.8951317236000218
3,18.81374168395996,9.912321891107009e-05,0.347543731888436,0.3813610549259465,0.831298828125,0.8581433762801454,0.7934510354939215,0.824530218384967,0.9151747149017112
4,18.84295344352722,9.844486647586723e-05,0.3328184687088651,0.3947952769231051,0.8382568359375,0.8100386532967341,0.8833771152788809,0.8451198129748685,0.9133140388714476
5,18.80991268157959,9.757729755661011e-05,0.3203995645781106,0.43200627266196534,0.804656982421875,0.8956811686249603,0.6892296413953204,0.7790091489728983,0.9039767231597107
6,18.795100212097168,9.652393605146844e-05,0.31096870238980046,0.38258537801448256,0.824798583984375,0.8711412208408996,0.7619891257865478,0.8129175220777528,0.9159025757688266
7,18.805752992630005,9.528893909706797e-05,0.30244885624415474,0.4477852514683036,0.789154052734375,0.9247485632183908,0.629116011973853,0.7488093073986548,0.9081592795842808
8,18.810317754745483,9.387718066217124e-05,0.29340598650196625,0.3940252292813966,0.813201904296875,0.9103139013452914,0.6944834748610178,0.7878850885400422,0.9248222413845522
9,18.810472011566162,9.229423231234974e-05,0.2886328668864735,0.35105685351300053,0.8453369140625,0.8870470580176725,0.791129574195125,0.8363471971066908,0.9311210196548306
10,18.825626373291016,9.054634122155989e-05,0.28170028990280116,0.3576616432983428,0.8482666015625,0.866675246123158,0.8228358482497403,0.8441867753055469,0.9246879371061395
11,18.83536148071289,8.864040551740155e-05,0.27697896740755823,0.42065064261259977,0.820892333984375,0.9232505643340858,0.6996151261530943,0.7960240503249574,0.9175658783030608
12,18.83657169342041,8.658394705735986e-05,0.27160453512078675,0.36038514669053257,0.841217041015625,0.919522091974752,0.7475716292992852,0.824679044377801,0.9321159598458222
