epoch,time_sec,lr,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc
1,19.973522424697876,9.990232305719945e-05,0.3967449993324408,0.3961485852196347,0.81640625,0.8564837132428896,0.7597898466613721,0.8052444156685011,0.9105412769011682
2,18.86483359336853,9.960967771506666e-05,0.3591241422072926,0.5031020715250634,0.760894775390625,0.8768103143765454,0.6065734009408027,0.7170765175315061,0.8743809544880494
3,18.864078283309937,9.912321891107009e-05,0.3354511509060103,0.4263479697983712,0.80218505859375,0.8839611650485437,0.6952776589895534,0.7783476952537273,0.9046874625782634
4,18.892889261245728,9.844486647586723e-05,0.3201806305369246,0.40231232685619034,0.817901611328125,0.8457192236107418,0.7772618974891563,0.8100467959125203,0.9067984690131825
5,18.88777470588684,9.757729755661011e-05,0.3087963835878327,0.40765764730167575,0.81134033203125,0.8873089498897422,0.7128718919909586,0.7905826558265583,0.9096355817020157
6,18.81732439994812,9.652393605146844e-05,0.3006409914833057,0.37832142505794764,0.841949462890625,0.8579654510556622,0.8192314741279247,0.838151192224757,0.9209068220259062
7,18.902020931243896,9.528893909706797e-05,0.2916238840753067,0.38116112709394656,0.838409423828125,0.8558025960673435,0.8136110941413648,0.834173687012621,0.9191708874458435
8,18.868075609207153,9.387718066217124e-05,0.28594402290400467,0.3922613530885428,0.813995361328125,0.8549613045881702,0.7558800171055043,0.8023734638954638,0.9111958146805254
9,18.850962162017822,9.229423231234974e-05,0.2802361542653671,0.38510590433725156,0.830657958984375,0.8721794166208036,0.7745127985826867,0.8204497654101278,0.9214112863597997
10,18.838083028793335,9.054634122155989e-05,0.2752045297474979,0.3645684299990535,0.849273681640625,0.8911168902272105,0.7954670413586657,0.8405797101449275,0.929058365665869
11,18.83474040031433,8.864040551740155e-05,0.27121479454945074,0.34754328776034527,0.85357666015625,0.859325507732439,0.8452562771091697,0.8522328303048968,0.9298094686386378
12,18.854371309280396,8.658394705735986e-05,0.2657054843566584,0.3938647682662122,0.838348388671875,0.9151792410379481,0.7454945323477304,0.8216678449988216,0.9221581536739489
13,18.82229709625244,8.438508174347008e-05,0.2611930146904342,0.3283432691532653,0.860595703125,0.8845226458129684,0.8291893212780256,0.8559626663303272,0.9380311465151906
14,18.82002353668213,8.205248749256013e-05,0.25835980591000407,0.36397723118716385,0.851318359375,0.9137695242208307,0.7755513470584642,0.8390060141431498,0.9297998201286776
15,18.858654975891113,7.959536998847742e-05,0.2542562765866023,0.3791372885025339,0.842529296875,0.9140134446332274,0.7558800171055043,0.8274593727011302,0.9252299859253571
16,18.834333419799805,7.702342635146032e-05,0.2518357924946031,0.3134158989560092,0.867034912109375,0.9104702022963368,0.8138554584886065,0.859456146575917,0.9444650691175482
17,18.813164710998535,7.434680686803489e-05,0.24829751623838092,0.32575141737470403,0.8580322265625,0.9011297500855872,0.8040197935121266,0.8498095176599729,0.941429381525557
18,18.81874370574951,7.157607493247108e-05,0.24569007782156405,0.3783111689699581,0.831146240234375,0.9323332269390361,0.713788258293115,0.8085533372547663,0.9317128812350269
19,18.861470699310303,6.872216535789155e-05,0.24301350592213566,0.30873008392518386,0.876068115234375,0.8736490588949606,0.87903964811534,0.8763360638265477,0.946262282911739
20,18.873974084854126,6.579634122155988e-05,0.2409302862106415,0.37121792884136084,0.83428955078125,0.9285434458982997,0.7239904697904576,0.8136070300700261,0.9333609733962234
21,18.811569452285767,6.28101494146603e-05,0.23886110148123407,0.33478214184287935,0.858367919921875,0.9207807118254879,0.7839208259514937,0.8468569542979706,0.9428827525996393
22,18.841673135757446,5.9775375071993364e-05,0.2368194545724691,0.35712472173327114,0.84381103515625,0.9063199711087035,0.7665709572973303,0.830608327265506,0.9335408510517011
23,18.88407564163208,5.670399506143306e-05,0.23442354923463427,0.3403830003371695,0.855865478515625,0.9235525167297062,0.775673529232085,0.8431782714081748,0.9400838781851254
24,18.81109595298767,5.3608130716701005e-05,0.23248900366888847,0.3250906211906113,0.867584228515625,0.9040166577109081,0.822224937381636,0.861183094986723,0.9420244990122031
25,18.843979120254517,5.049999999999999e-05,0.23061935540135892,0.4320650138761266,0.811859130859375,0.9503089143865843,0.6577677316879468,0.7774287880428896,0.9354760310877375
26,18.848252534866333,4.7391869283298976e-05,0.22882436541112838,0.31661838229047135,0.86474609375,0.9227282385438063,0.7958946789663388,0.8546313303594857,0.9467508532812521
27,18.81222414970398,4.429600493856693e-05,0.22643124676869775,0.3062759149179328,0.872467041015625,0.9036958537554644,0.8335267884415664,0.8671942034512347,0.9469641822090037
28,18.823817014694214,4.122462492800662e-05,0.2255192266729864,0.3031208911561407,0.878082275390625,0.9106052561720201,0.8382308021259698,0.8729204440627286,0.9483951679949194
29,18.80140256881714,3.8189850585339674e-05,0.2232572046950736,0.3422484539623838,0.859405517578125,0.870386698576647,0.8442788197202028,0.8571339969609576,0.9369549967902688
30,18.80861210823059,3.5203658778440106e-05,0.222486207530892,0.4188489241278148,0.8231201171875,0.9406518296240727,0.6894129146557517,0.7956708735810477,0.9293813504681133
31,18.808541297912598,3.227783464210844e-05,0.22162149126234,0.32981747743906453,0.857879638671875,0.9203273040482343,0.7833099150833893,0.8463087026830798,0.9444980510028508
32,18.8038911819458,2.942392506752889e-05,0.21892924228632182,0.3103413253702456,0.8719482421875,0.9047682383454146,0.8311442360559594,0.8663949563777622,0.944956509825642
33,18.80150079727173,2.6653193131965075e-05,0.21790820962269208,0.32757092801330145,0.86181640625,0.9175541293462163,0.794795039403751,0.8517742569071625,0.9449090384115787
34,18.834720849990845,2.3976573648539646e-05,0.21642869696188427,0.3139004065160407,0.869293212890625,0.9069360269360269,0.8227747571629299,0.8628079054421987,0.9451476583563653
35,18.786301136016846,2.1404630011522576e-05,0.2155210382952646,0.3337791827361798,0.859893798828125,0.9058580289455548,0.8029812450363492,0.8513229055345056,0.9422010425300694
36,18.8207585811615,1.8947512507439848e-05,0.21415355626595556,0.2934253025596263,0.879486083984375,0.9060946900340047,0.8464780988453785,0.8752724171693882,0.9516061231917803
37,18.787062406539917,1.66149182565299e-05,0.21299136746802105,0.3402480856020702,0.8553466796875,0.9327874953479717,0.7655934999083633,0.8409609448396188,0.946069646126294
38,18.8438720703125,1.4416052942640132e-05,0.2123802164260269,0.3036844229645794,0.872955322265625,0.9100376242945445,0.8274787708473333,0.8667967875083992,0.9485401582775101
39,18.861310958862305,1.235959448259843e-05,0.21118959598061338,0.31688664786634035,0.86676025390625,0.9233862433862434,0.7996212352617753,0.8570586694604505,0.9485477876784362
40,18.83311414718628,1.04536587784401e-05,0.2090390567736904,0.3504874843201833,0.853240966796875,0.936028968014484,0.7580182051438695,0.8376708860759494,0.9431421950720024
