epoch,time_sec,lr,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc
1,31.47285509109497,9.990232305719945e-05,0.3244681302639947,0.5944577214395395,0.76812744140625,0.9450928651172232,0.5688802003787647,0.7102433071466707,0.8944097784988588
2,31.56922197341919,9.960967771506666e-05,0.24050564426033816,0.4080617348663509,0.83740234375,0.9414634146341463,0.7192253650192437,0.8154741289741636,0.9249126449426455
3,31.302117109298706,9.912321891107009e-05,0.21091705595426902,0.3234095177613199,0.861358642578125,0.9279820497973365,0.7832488239965789,0.8494947821765778,0.9477046438811154
4,25.082927227020264,9.844486647586723e-05,0.19274243760355603,0.3801800122309942,0.84552001953125,0.9609457806767224,0.7200195491477793,0.8232171544317943,0.9452444507926755
5,22.75944757461548,9.757729755661011e-05,0.18055401875517418,0.27511539989791345,0.890380859375,0.9359263050153531,0.8379253466919176,0.8842186694172254,0.9607060706573199
6,22.88006591796875,9.652393605146844e-05,0.1714441894318952,0.26111404460971244,0.89776611328125,0.9295849006797334,0.8605290488117784,0.8937250174481315,0.9629310747962141
7,22.842514276504517,9.528893909706797e-05,0.16259387046193297,0.3459157492434315,0.878143310546875,0.9663852879107627,0.7833099150833893,0.8652697641461686,0.9553453510727882
8,22.837080240249634,9.387718066217124e-05,0.15697185681801784,0.3142730753897922,0.880523681640625,0.9324906236977358,0.8202089315168917,0.8727532746124094,0.9486840235214877
9,22.82586932182312,9.229423231234974e-05,0.15122735843760893,0.33881140158700873,0.8643798828125,0.9467296021577882,0.7719469729366485,0.8504509355229506,0.9511216487823836
10,22.800602674484253,9.054634122155989e-05,0.14531052635311426,0.3927787827706197,0.8602294921875,0.9660052178037789,0.7464719897366974,0.8421669308704942,0.94610915472567
11,22.854665517807007,8.864040551740155e-05,0.14111611819589598,0.37852064141407027,0.86614990234375,0.9512691119981924,0.771580426415786,0.8520542400323821,0.9440996532232389
12,22.877954721450806,8.658394705735986e-05,0.13754655741377064,0.3674466280172055,0.864410400390625,0.9627502716126028,0.7578960229702486,0.8481285250384549,0.9539384083306114
13,22.797715187072754,8.438508174347008e-05,0.1348438045902185,0.4214809053155477,0.85369873046875,0.9637048313436424,0.7348035921559044,0.8338301559792027,0.9443449433058957
14,22.765921354293823,8.205248749256013e-05,0.1309924198212684,0.26235807695047697,0.9027099609375,0.9480590114895642,0.8519152055715071,0.897419396357552,0.9675604112487008
15,22.762393951416016,7.959536998847742e-05,0.12803771757398863,0.3750761743649491,0.87554931640625,0.9413919413919414,0.8007208748243632,0.8653769972269906,0.9443597010557828
16,22.779630184173584,7.702342635146032e-05,0.12464473169120538,0.28619165580312256,0.890533447265625,0.9470481253497481,0.8271122243264708,0.883026251426708,0.9652866094912854
17,22.848247289657593,7.434680686803489e-05,0.12190978433181954,0.33441857497018646,0.876922607421875,0.945021645021645,0.8001710550430692,0.8665850673194615,0.9565757316706316
18,22.83542561531067,7.157607493247108e-05,0.11953712183731113,0.29799305366759654,0.882720947265625,0.926112396244387,0.8315718736636325,0.8762996105192005,0.9584235591638863
19,22.836950063705444,6.872216535789155e-05,0.11617945343186875,0.4097548907448072,0.84979248046875,0.9647584246853431,0.7258232023947706,0.8284060800446241,0.949024612197793
20,22.785802602767944,6.579634122155988e-05,0.11492592070862884,0.5182434410744463,0.83221435546875,0.9748405695815497,0.681715437717637,0.8023439746908254,0.934603027201001
21,22.758301258087158,6.28101494146603e-05,0.11122831355237395,0.3850244361710793,0.85784912109375,0.9693787575150301,0.7387745127985826,0.8385106087921231,0.95863782686558
22,22.885915756225586,5.9775375071993364e-05,0.10854945908249647,0.5174541595988558,0.837738037109375,0.9612687813021703,0.703524955708962,0.8124448834174045,0.9312508852461321
23,22.862858057022095,5.670399506143306e-05,0.10729383593570674,0.5264045941185032,0.8409423828125,0.9629844800398373,0.7088398802614698,0.816595115771694,0.9259334666096791
24,22.839077472686768,5.3608130716701005e-05,0.10382369893909527,0.37713654722756473,0.8641357421875,0.9651081102177816,0.7553301973242104,0.8474297464016449,0.9573033634322017
25,22.85799288749695,5.049999999999999e-05,0.1024538784026845,0.32887369825402857,0.880126953125,0.9550142637700242,0.7976052293970309,0.8692410119840213,0.9588863281511657
